,serie,temporada,estadio,cidade,estado,dia_semana,dia_numero,mes,ano,hora,mandante,visitante,gol_mandante,gol_visitante,vitoria_mandante,vitoria_visitante,jogo_empatado,ponto_mandante,ponto_visitante
0,A,2015,Allianz Parque,Sao Paulo,SP,Sábado,9, Maio ,2015,18:30,Palmeiras - SP,Atlético - MG,2,2,0,0,1,1,1
1,A,2015,Arena Condá,Chapeco,SC,Sábado,9, Maio ,2015,18:30,Chapecoense - SC,Coritiba - PR,2,1,1,0,0,3,0
2,A,2015,Maracanã,Rio de Janeiro,RJ,Sábado,9, Maio ,2015,21:00,Fluminense - RJ,Joinville - SC,1,0,1,0,0,3,0
3,A,2015,Morumbi,Sao Paulo,SP,Domingo,10, Maio ,2015,16:00,São Paulo - SP,Flamengo - RJ,2,1,1,0,0,3,0
4,A,2015,Arena Pantanal,Cuiaba,MT,Domingo,10, Maio ,2015,16:00,Cruzeiro - MG,Corinthians - SP,0,1,0,1,0,0,3
5,A,2015,Arena da Baixada,Curitiba,PR,Domingo,10, Maio ,2015,16:00,Atlético - PR,Internacional - RS,3,0,1,0,0,3,0
6,A,2015,Ilha do Retiro,Recife,PE,Domingo,10, Maio ,2015,16:00,Sport - PE,Figueirense - SC,4,1,1,0,0,3,0
7,A,2015,São Januário,Rio de Janeiro,RJ,Domingo,10, Maio ,2015,18:30,Vasco da Gama - RJ,Goiás - GO,0,0,0,0,1,1,1
8,A,2015,Arena do Grêmio,Porto Alegre,RS,Domingo,10, Maio ,2015,11:00,Grêmio - RS,Ponte Preta - SP,3,3,0,0,1,1,1
9,A,2015,Ressacada,Florianopolis,SC,Domingo,10, Maio ,2015,18:30,Avaí - SC,Santos - SP,1,1,0,0,1,1,1
10,A,2015,Couto Pereira,Curitiba,PR,Sábado,16, Maio ,2015,18:30,Coritiba - PR,Grêmio - RS,2,0,1,0,0,3,0
11,A,2015,Serra Dourada,Goiania,GO,Sábado,16, Maio ,2015,18:30,Goiás - GO,Atlético - PR,2,0,1,0,0,3,0
12,A,2015,Fonte Luminosa,Araraquara,SP,Sábado,16, Maio ,2015,21:00,Corinthians - SP,Chapecoense - SC,1,0,1,0,0,3,0
13,A,2015,Maracanã,Rio de Janeiro,RJ,Domingo,17, Maio ,2015,16:00,Flamengo - RJ,Sport - PE,2,2,0,0,1,1,1
14,A,2015,Vila Belmiro,Santos,SP,Domingo,17, Maio ,2015,16:00,Santos - SP,Cruzeiro - MG,1,0,1,0,0,3,0
15,A,2015,Mané Garrincha,Brasilia,DF,Domingo,17, Maio ,2015,16:00,Atlético - MG,Fluminense - RJ,4,1,1,0,0,3,0
16,A,2015,Arena Joinville,Joinville,SC,Domingo,17, Maio ,2015,18:30,Joinville - SC,Palmeiras - SP,0,0,0,0,1,1,1
17,A,2015,Moisés Lucarelli,Campinas,SP,Domingo,17, Maio ,2015,18:30,Ponte Preta - SP,São Paulo - SP,1,0,1,0,0,3,0
18,A,2015,Beira,Rio,Porto Alegre,Domingo,17, Maio ,2015,18:30,Internacional - RS,Avaí - SC,1,0,1,0,0,3,0
19,A,2015,Orlando Scarpelli,Florianopolis,SC,Domingo,17, Maio ,2015,11:00,Figueirense - SC,Vasco da Gama - RJ,0,0,0,0,1,1,1
20,A,2015,Morumbi,Sao Paulo,SP,Sábado,23, Maio ,2015,18:30,São Paulo - SP,Joinville - SC,3,0,1,0,0,3,0
21,A,2015,São Januário,Rio de Janeiro,RJ,Sábado,23, Maio ,2015,18:30,Vasco da Gama - RJ,Internacional - RS,1,1,0,0,1,1,1
22,A,2015,Arena do Grêmio,Porto Alegre,RS,Sábado,23, Maio ,2015,21:00,Grêmio - RS,Figueirense - SC,1,0,1,0,0,3,0
23,A,2015,Maracanã,Rio de Janeiro,RJ,Domingo,24, Maio ,2015,16:00,Fluminense - RJ,Corinthians - SP,0,0,0,0,1,1,1
24,A,2015,Ressacada,Florianopolis,SC,Domingo,24, Maio ,2015,16:00,Avaí - SC,Flamengo - RJ,2,1,1,0,0,3,0
25,A,2015,Arena da Baixada,Curitiba,PR,Domingo,24, Maio ,2015,16:00,Atlético - PR,Atlético - MG,1,0,1,0,0,3,0
26,A,2015,Arena Condá,Chapeco,SC,Domingo,24, Maio ,2015,16:00,Chapecoense - SC,Santos - SP,1,0,1,0,0,3,0
27,A,2015,Allianz Parque,Sao Paulo,SP,Domingo,24, Maio ,2015,11:00,Palmeiras - SP,Goiás - GO,0,1,0,1,0,0,3
28,A,2015,Mineirão,Belo Horizonte,MG,Domingo,24, Maio ,2015,18:30,Cruzeiro - MG,Ponte Preta - SP,1,1,0,0,1,1,1
29,A,2015,Ilha do Retiro,Recife,PE,Domingo,24, Maio ,2015,18:30,Sport - PE,Coritiba - PR,1,0,1,0,0,3,0
30,A,2015,Moisés Lucarelli,Campinas,SP,Sábado,30, Maio ,2015,18:30,Ponte Preta - SP,Chapecoense - SC,3,1,1,0,0,3,0
31,A,2015,Couto Pereira,Curitiba,PR,Sábado,30, Maio ,2015,18:30,Coritiba - PR,Avaí - SC,1,2,0,1,0,0,3
32,A,2015,Arena Joinville,Joinville,SC,Sábado,30, Maio ,2015,21:00,Joinville - SC,Atlético - PR,1,2,0,1,0,0,3
33,A,2015,Arena Corinthians,Sao Paulo,SP,Domingo,31, Maio ,2015,16:00,Corinthians - SP,Palmeiras - SP,0,2,0,1,0,0,3
34,A,2015,Beira,Rio,Porto Alegre,Domingo,31, Maio ,2015,16:00,Internacional - RS,São Paulo - SP,0,0,0,0,1,1,1
35,A,2015,Independência,Belo Horizonte,MG,Domingo,31, Maio ,2015,16:00,Atlético - MG,Vasco da Gama - RJ,3,0,1,0,0,3,0
36,A,2015,Serra Dourada,Goiania,GO,Domingo,31, Maio ,2015,16:00,Goiás - GO,Grêmio - RS,1,1,0,0,1,1,1
37,A,2015,Vila Belmiro,Santos,SP,Domingo,31, Maio ,2015,11:00,Santos - SP,Sport - PE,2,2,0,0,1,1,1
38,A,2015,Maracanã,Rio de Janeiro,RJ,Domingo,31, Maio ,2015,18:30,Flamengo - RJ,Fluminense - RJ,2,3,0,1,0,0,3
39,A,2015,Orlando Scarpelli,Florianopolis,SC,Domingo,31, Maio ,2015,18:30,Figueirense - SC,Cruzeiro - MG,2,1,1,0,0,3,0
40,A,2015,São Januário,Rio de Janeiro,RJ,Quarta,3, Junho ,2015,19:30,Vasco da Gama - RJ,Ponte Preta - SP,0,3,0,1,0,0,3
41,A,2015,Arena da Baixada,Curitiba,PR,Quarta,3, Junho ,2015,19:30,Atlético - PR,Figueirense - SC,1,0,1,0,0,3,0
42,A,2015,Arena Condá,Chapeco,SC,Quarta,3, Junho ,2015,19:30,Chapecoense - SC,Joinville - SC,2,0,1,0,0,3,0
43,A,2015,Morumbi,Sao Paulo,SP,Quarta,3, Junho ,2015,21:00,São Paulo - SP,Santos - SP,3,2,1,0,0,3,0
44,A,2015,Arena do Grêmio,Porto Alegre,RS,Quarta,3, Junho ,2015,22:00,Grêmio - RS,Corinthians - SP,3,1,1,0,0,3,0
45,A,2015,Mineirão,Belo Horizonte,MG,Quarta,3, Junho ,2015,22:00,Cruzeiro - MG,Flamengo - RJ,1,0,1,0,0,3,0
46,A,2015,Ressacada,Florianopolis,SC,Quarta,3, Junho ,2015,22:00,Avaí - SC,Atlético - MG,1,4,0,1,0,0,3
47,A,2015,Maracanã,Rio de Janeiro,RJ,Quinta,4, Junho ,2015,16:00,Fluminense - RJ,Coritiba - PR,2,0,1,0,0,3,0
48,A,2015,Ilha do Retiro,Recife,PE,Quinta,4, Junho ,2015,21:00,Sport - PE,Goiás - GO,1,0,1,0,0,3,0
49,A,2015,Allianz Parque,Sao Paulo,SP,Quinta,4, Junho ,2015,21:00,Palmeiras - SP,Internacional - RS,1,1,0,0,1,1,1
50,A,2015,Vila Belmiro,Santos,SP,Sábado,6, Junho ,2015,18:30,Santos - SP,Ponte Preta - SP,2,2,0,0,1,1,1
51,A,2015,Maracanã,Rio de Janeiro,RJ,Sábado,6, Junho ,2015,18:30,Flamengo - RJ,Chapecoense - SC,1,0,1,0,0,3,0
52,A,2015,Independência,Belo Horizonte,MG,Sábado,6, Junho ,2015,18:30,Atlético - MG,Cruzeiro - MG,1,3,0,1,0,0,3
53,A,2015,Morumbi,Sao Paulo,SP,Sábado,6, Junho ,2015,22:00,São Paulo - SP,Grêmio - RS,2,0,1,0,0,3,0
54,A,2015,Arena da Baixada,Curitiba,PR,Sábado,6, Junho ,2015,22:00,Atlético - PR,Vasco da Gama - RJ,2,0,1,0,0,3,0
55,A,2015,Arena Joinville,Joinville,SC,Sábado,6, Junho ,2015,22:00,Joinville - SC,Corinthians - SP,0,1,0,1,0,0,3
56,A,2015,Maracanã,Rio de Janeiro,RJ,Domingo,7, Junho ,2015,19:30,Fluminense - RJ,Sport - PE,0,0,0,0,1,1,1
57,A,2015,Beira,Rio,Porto Alegre,Domingo,7, Junho ,2015,11:00,Internacional - RS,Coritiba - PR,2,0,1,0,0,3,0
58,A,2015,Orlando Scarpelli,Florianopolis,SC,Domingo,7, Junho ,2015,19:30,Figueirense - SC,Palmeiras - SP,2,1,1,0,0,3,0
59,A,2015,Serra Dourada,Goiania,GO,Domingo,7, Junho ,2015,19:30,Goiás - GO,Avaí - SC,0,1,0,1,0,0,3
60,A,2015,Independência,Belo Horizonte,MG,Quarta,10, Junho ,2015,19:30,Atlético - MG,Santos - SP,2,2,0,0,1,1,1
61,A,2015,Arena Corinthians,Sao Paulo,SP,Sábado,13, Junho ,2015,16:30,Corinthians - SP,Internacional - RS,2,1,1,0,0,3,0
62,A,2015,Couto Pereira,Curitiba,PR,Sábado,13, Junho ,2015,16:30,Coritiba - PR,Flamengo - RJ,0,1,0,1,0,0,3
63,A,2015,Arena Condá,Chapeco,SC,Sábado,13, Junho ,2015,16:30,Chapecoense - SC,São Paulo - SP,0,1,0,1,0,0,3
64,A,2015,São Januário,Rio de Janeiro,RJ,Sábado,13, Junho ,2015,21:00,Vasco da Gama - RJ,Cruzeiro - MG,1,3,0,1,0,0,3
65,A,2015,Ilha do Retiro,Recife,PE,Sábado,13, Junho ,2015,21:00,Sport - PE,Joinville - SC,2,1,1,0,0,3,0
66,A,2015,Allianz Parque,Sao Paulo,SP,Domingo,14, Junho ,2015,16:00,Palmeiras - SP,Fluminense - RJ,2,1,1,0,0,3,0
67,A,2015,Moisés Lucarelli,Campinas,SP,Domingo,14, Junho ,2015,11:00,Ponte Preta - SP,Goiás - GO,0,0,0,0,1,1,1
68,A,2015,Arena do Grêmio,Porto Alegre,RS,Domingo,14, Junho ,2015,16:00,Grêmio - RS,Atlético - PR,2,1,1,0,0,3,0
69,A,2015,Ressacada,Florianopolis,SC,Domingo,14, Junho ,2015,16:00,Avaí - SC,Figueirense - SC,1,1,0,0,1,1,1
70,A,2015,Orlando Scarpelli,Florianopolis,SC,Quinta,18, Junho ,2015,21:00,Figueirense - SC,Internacional - RS,0,0,0,0,1,1,1
71,A,2015,Vila Belmiro,Santos,SP,Sábado,20, Junho ,2015,16:30,Santos - SP,Corinthians - SP,1,0,1,0,0,3,0
72,A,2015,Maracanã,Rio de Janeiro,RJ,Sábado,20, Junho ,2015,16:30,Flamengo - RJ,Atlético - MG,0,2,0,1,0,0,3
73,A,2015,Arena Pernambuco,Sao Lourenco da Mata,PE,Sábado,20, Junho ,2015,16:30,Sport - PE,Vasco da Gama - RJ,2,1,1,0,0,3,0
74,A,2015,Arena do Grêmio,Porto Alegre,RS,Sábado,20, Junho ,2015,21:00,Grêmio - RS,Palmeiras - SP,1,0,1,0,0,3,0
75,A,2015,Mineirão,Belo Horizonte,MG,Domingo,21, Junho ,2015,11:00,Cruzeiro - MG,Chapecoense - SC,0,1,0,1,0,0,3
76,A,2015,Morumbi,Sao Paulo,SP,Domingo,21, Junho ,2015,16:00,São Paulo - SP,Avaí - SC,1,1,0,0,1,1,1
77,A,2015,Arena da Baixada,Curitiba,PR,Domingo,21, Junho ,2015,16:00,Atlético - PR,Coritiba - PR,2,2,0,0,1,1,1
78,A,2015,Arena Joinville,Joinville,SC,Domingo,21, Junho ,2015,16:00,Joinville - SC,Goiás - GO,2,1,1,0,0,3,0
79,A,2015,Maracanã,Rio de Janeiro,RJ,Quarta,24, Junho ,2015,19:30,Fluminense - RJ,Ponte Preta - SP,2,0,1,0,0,3,0
80,A,2015,Ressacada,Florianopolis,SC,Sábado,27, Junho ,2015,16:00,Avaí - SC,Grêmio - RS,1,2,0,1,0,0,3
81,A,2015,Arena Condá,Chapeco,SC,Sábado,27, Junho ,2015,16:00,Chapecoense - SC,Sport - PE,1,1,0,0,1,1,1
82,A,2015,Arena Corinthians,Sao Paulo,SP,Sábado,27, Junho ,2015,21:00,Corinthians - SP,Figueirense - SC,2,1,1,0,0,3,0
83,A,2015,Allianz Parque,Sao Paulo,SP,Domingo,28, Junho ,2015,16:00,Palmeiras - SP,São Paulo - SP,4,0,1,0,0,3,0
84,A,2015,Moisés Lucarelli,Campinas,SP,Domingo,28, Junho ,2015,16:00,Ponte Preta - SP,Atlético - PR,2,1,1,0,0,3,0
85,A,2015,Couto Pereira,Curitiba,PR,Domingo,28, Junho ,2015,16:00,Coritiba - PR,Cruzeiro - MG,1,0,1,0,0,3,0
86,A,2015,Serra Dourada,Goiania,GO,Domingo,28, Junho ,2015,16:00,Goiás - GO,Fluminense - RJ,1,2,0,1,0,0,3
87,A,2015,Arena Pantanal,Cuiaba,MT,Domingo,28, Junho ,2015,18:30,Vasco da Gama - RJ,Flamengo - RJ,1,0,1,0,0,3,0
88,A,2015,Beira,Rio,Porto Alegre,Domingo,28, Junho ,2015,18:30,Internacional - RS,Santos - SP,1,0,1,0,0,3,0
89,A,2015,Mineirão,Belo Horizonte,MG,Domingo,28, Junho ,2015,11:00,Atlético - MG,Joinville - SC,1,0,1,0,0,3,0
90,A,2015,São Januário,Rio de Janeiro,RJ,Quarta,1, Julho ,2015,19:30,Vasco da Gama - RJ,Avaí - SC,1,0,1,0,0,3,0
91,A,2015,Ilha do Retiro,Recife,PE,Quarta,1, Julho ,2015,19:30,Sport - PE,Internacional - RS,3,0,1,0,0,3,0
92,A,2015,Allianz Parque,Sao Paulo,SP,Quarta,1, Julho ,2015,21:00,Palmeiras - SP,Chapecoense - SC,2,0,1,0,0,3,0
93,A,2015,Independência,Belo Horizonte,MG,Quarta,1, Julho ,2015,21:00,Atlético - MG,Coritiba - PR,2,0,1,0,0,3,0
94,A,2015,Arena do Grêmio,Porto Alegre,RS,Quarta,1, Julho ,2015,22:00,Grêmio - RS,Cruzeiro - MG,1,0,1,0,0,3,0
95,A,2015,Arena da Baixada,Curitiba,PR,Quarta,1, Julho ,2015,22:00,Atlético - PR,São Paulo - SP,2,1,1,0,0,3,0
96,A,2015,Arena Joinville,Joinville,SC,Quarta,1, Julho ,2015,22:00,Joinville - SC,Flamengo - RJ,0,1,0,1,0,0,3
97,A,2015,Arena Corinthians,Sao Paulo,SP,Quinta,2, Julho ,2015,19:30,Corinthians - SP,Ponte Preta - SP,2,0,1,0,0,3,0
98,A,2015,Orlando Scarpelli,Florianopolis,SC,Quinta,2, Julho ,2015,19:30,Figueirense - SC,Goiás - GO,3,1,1,0,0,3,0
99,A,2015,Maracanã,Rio de Janeiro,RJ,Quinta,2, Julho ,2015,21:00,Fluminense - RJ,Santos - SP,2,1,1,0,0,3,0
100,A,2015,Couto Pereira,Curitiba,PR,Sábado,4, Julho ,2015,15:00,Coritiba - PR,Joinville - SC,0,0,0,0,1,1,1
101,A,2015,Arena Condá,Chapeco,SC,Sábado,4, Julho ,2015,21:00,Chapecoense - SC,Vasco da Gama - RJ,1,0,1,0,0,3,0
102,A,2015,Mineirão,Belo Horizonte,MG,Sábado,4, Julho ,2015,21:00,Cruzeiro - MG,Atlético - PR,2,0,1,0,0,3,0
103,A,2015,Ressacada,Florianopolis,SC,Domingo,5, Julho ,2015,11:00,Avaí - SC,Sport - PE,2,2,0,0,1,1,1
104,A,2015,Morumbi,Sao Paulo,SP,Domingo,5, Julho ,2015,16:00,São Paulo - SP,Fluminense - RJ,0,0,0,0,1,1,1
105,A,2015,Vila Belmiro,Santos,SP,Domingo,5, Julho ,2015,16:00,Santos - SP,Grêmio - RS,1,3,0,1,0,0,3
106,A,2015,Serra Dourada,Goiania,GO,Domingo,5, Julho ,2015,16:00,Goiás - GO,Corinthians - SP,0,0,0,0,1,1,1
107,A,2015,Arena Pantanal,Cuiaba,MT,Domingo,5, Julho ,2015,18:30,Ponte Preta - SP,Palmeiras - SP,0,2,0,1,0,0,3
108,A,2015,Maracanã,Rio de Janeiro,RJ,Domingo,5, Julho ,2015,18:30,Flamengo - RJ,Figueirense - SC,1,2,0,1,0,0,3
109,A,2015,Beira,Rio,Porto Alegre,Domingo,5, Julho ,2015,18:30,Internacional - RS,Atlético - MG,1,3,0,1,0,0,3
110,A,2015,Couto Pereira,Curitiba,PR,Quarta,8, Julho ,2015,19:30,Coritiba - PR,Ponte Preta - SP,0,0,0,0,1,1,1
111,A,2015,Serra Dourada,Goiania,GO,Quarta,8, Julho ,2015,19:30,Goiás - GO,Santos - SP,4,1,1,0,0,3,0
112,A,2015,Arena Condá,Chapeco,SC,Quarta,8, Julho ,2015,19:30,Chapecoense - SC,Grêmio - RS,1,0,1,0,0,3,0
113,A,2015,Allianz Parque,Sao Paulo,SP,Quarta,8, Julho ,2015,21:00,Palmeiras - SP,Avaí - SC,3,0,1,0,0,3,0
114,A,2015,Orlando Scarpelli,Florianopolis,SC,Quarta,8, Julho ,2015,21:00,Figueirense - SC,Joinville - SC,0,2,0,1,0,0,3
115,A,2015,Mané Garrincha,Brasilia,DF,Quarta,8, Julho ,2015,22:00,Vasco da Gama - RJ,São Paulo - SP,0,4,0,1,0,0,3
116,A,2015,Beira,Rio,Porto Alegre,Quarta,8, Julho ,2015,22:00,Internacional - RS,Flamengo - RJ,1,2,0,1,0,0,3
117,A,2015,Mineirão,Belo Horizonte,MG,Quarta,8, Julho ,2015,22:00,Atlético - MG,Sport - PE,2,1,1,0,0,3,0
118,A,2015,Arena Corinthians,Sao Paulo,SP,Quinta,9, Julho ,2015,19:30,Corinthians - SP,Atlético - PR,2,0,1,0,0,3,0
119,A,2015,Maracanã,Rio de Janeiro,RJ,Quinta,9, Julho ,2015,21:00,Fluminense - RJ,Cruzeiro - MG,1,0,1,0,0,3,0
120,A,2015,Vila Belmiro,Santos,SP,Sábado,11, Julho ,2015,18:30,Santos - SP,Figueirense - SC,3,0,1,0,0,3,0
121,A,2015,Arena do Grêmio,Porto Alegre,RS,Sábado,11, Julho ,2015,18:30,Grêmio - RS,Vasco da Gama - RJ,2,0,1,0,0,3,0
122,A,2015,Moisés Lucarelli,Campinas,SP,Sábado,11, Julho ,2015,21:00,Ponte Preta - SP,Atlético - MG,0,2,0,1,0,0,3
123,A,2015,Morumbi,Sao Paulo,SP,Domingo,12, Julho ,2015,11:00,São Paulo - SP,Coritiba - PR,3,1,1,0,0,3,0
124,A,2015,Maracanã,Rio de Janeiro,RJ,Domingo,12, Julho ,2015,16:00,Flamengo - RJ,Corinthians - SP,0,3,0,1,0,0,3
