,serie,temporada,estadio,cidade,estado,dia_semana,dia_numero,mes,ano,hora,mandante,visitante,gol_mandante,gol_visitante,vitoria_mandante,vitoria_visitante,jogo_empatado,ponto_mandante,ponto_visitante
0,B,2014,Nabi Abi Chedid,Braganca Paulista,SP,Sábado,19, Abril ,2014,16:20,Bragantino - SP,Náutico - PE,2,2,0,0,1,1,1
1,B,2014,Moisés Lucarelli,Campinas,SP,Sexta,18, Abril ,2014,21:50,Ponte Preta - SP,Icasa - CE,1,1,0,0,1,1,1
2,B,2014,São Januário,Rio de Janeiro,RJ,Sábado,19, Abril ,2014,16:20,Vasco da Gama - RJ,América - MG,1,1,0,0,1,1,1
3,B,2014,Arruda,Recife,PE,Sábado,19, Abril ,2014,16:20,Santa Cruz - PE,Abc - RN,1,1,0,0,1,1,1
4,B,2014,Castelão/MA,Sao Luis,MA,Sexta,18, Abril ,2014,19:30,Sampaio Correa - MA,Paraná - PR,0,2,0,1,0,0,3
5,B,2014,Castelão,Fortaleza,CE,Sábado,19, Abril ,2014,21:00,Ceará - CE,Oeste - SP,1,0,1,0,0,3,0
6,B,2014,Arena Joinville,Joinville,SC,Sexta,18, Abril ,2014,19:30,Joinville - SC,Portuguesa - SP,3,0,1,0,0,3,0
7,B,2014,Serra Dourada,Goiania,GO,Sexta,18, Abril ,2014,19:30,Vila Nova - GO,Luverdense - MT,0,0,0,0,1,1,1
8,B,2014,Arena das Dunas,Natal,RN,Sábado,19, Abril ,2014,21:00,América - RN,Avaí - SC,3,1,1,0,0,3,0
9,B,2014,Dilzon Melo,Varginha,MG,Sábado,19, Abril ,2014,16:20,Boa - MG,Atlético - GO,1,1,0,0,1,1,1
10,B,2014,Dos Amaros,Itapolis,SP,Sábado,26, Abril ,2014,16:20,Oeste - SP,América - RN,2,1,1,0,0,3,0
11,B,2014,Canindé,Sao Paulo,SP,Sábado,26, Abril ,2014,16:20,Portuguesa - SP,Santa Cruz - PE,1,1,0,0,1,1,1
12,B,2014,Durival Britto,Curitiba,PR,Sexta,25, Abril ,2014,21:00,Paraná - PR,Joinville - SC,2,3,0,1,0,0,3
13,B,2014,Arena Pernambuco,Sao Lourenco da Mata,PE,Sábado,26, Abril ,2014,16:20,Náutico - PE,Vila Nova - GO,2,0,1,0,0,3,0
14,B,2014,Arena Pantanal,Cuiaba,MT,Sábado,26, Abril ,2014,16:20,Luverdense - MT,Vasco da Gama - RJ,2,1,1,0,0,3,0
15,B,2014,Mauro Sampaio,Juazeiro do Norte,CE,Sexta,25, Abril ,2014,19:30,Icasa - CE,Sampaio Correa - MA,0,3,0,1,0,0,3
