,serie,temporada,estadio,cidade,estado,dia_semana,dia_numero,mes,ano,hora,mandante,visitante,gol_mandante,gol_visitante,vitoria_mandante,vitoria_visitante,jogo_empatado,ponto_mandante,ponto_visitante
0,C,2013,Castelão/MA,Sao Luis,MA,Domingo,2, Junho ,2013,19:00,Sampaio Correa - MA,Brasiliense - DF,5,1,1,0,0,3,0
1,C,2013,Dinarte Mariz,Caico,RN,Sábado,1, Junho ,2013,16:00,Baraúnas - RN,Fortaleza - CE,1,4,0,1,0,0,3
2,C,2013,Curuzu,Belem,PA,Domingo,2, Junho ,2013,18:30,Águia de Marabá - PA,Crb - AL,1,0,1,0,0,3,0
3,C,2013,Arruda,Recife,PE,Domingo,2, Junho ,2013,18:30,Santa Cruz - PE,Luverdense - MT,2,0,1,0,0,3,0
4,C,2013,Pres.Dutra,Cuiaba,MT,Quarta,5, Junho ,2013,16:00,Cuiabá - MT,Treze - PB,4,0,1,0,0,3,0
5,C,2013,Romildo Ferreira,Mogi Mirim,SP,Sábado,1, Junho ,2013,19:00,Mogi Mirim - SP,Duque de Caxias - RJ,3,2,1,0,0,3,0
6,C,2013,Genervino da Fonseca,Catalao,GO,Sábado,1, Junho ,2013,16:00,C.r.a.c. - GO,Ipatinga Futebol Clube - MG,0,0,0,0,1,1,1
7,C,2013,Aniceto Moscoso,Rio de Janeiro,RJ,Sábado,1, Junho ,2013,15:00,Madureira - RJ,Guarani - SP,0,0,0,0,1,1,1
8,C,2013,Serra Dourada,Goiania,GO,Domingo,2, Junho ,2013,10:00,Vila Nova - GO,Grêmio Barueri - SP,3,1,1,0,0,3,0
9,C,2013,Centenário,Caxias do Sul,RS,Terça,4, Junho ,2013,20:30,Caxias - RS,Macaé - RJ,2,1,1,0,0,3,0
10,C,2013,Junco,Sobral,CE,Sábado,8, Junho ,2013,16:00,Fortaleza - CE,Águia de Marabá - PA,2,2,0,0,1,1,1
11,C,2013,Rei Pelé,Maceio,AL,Domingo,9, Junho ,2013,19:00,Crb - AL,Santa Cruz - PE,2,1,1,0,0,3,0
12,C,2013,Passo das Emas,Lucas do Rio Verde,MT,Sábado,8, Junho ,2013,17:00,Luverdense - MT,Cuiabá - MT,1,1,0,0,1,1,1
13,C,2013,Ernani Sátyro,Campina Grande,PB,Sábado,8, Junho ,2013,19:00,Treze - PB,Sampaio Correa - MA,1,1,0,0,1,1,1
14,C,2013,Elmo Serejo,Taguatinga,DF,Sábado,8, Junho ,2013,17:00,Brasiliense - DF,Baraúnas - RN,0,0,0,0,1,1,1
15,C,2013,Arena dos Calçados,Nova Serrana,MG,Sábado,8, Junho ,2013,16:00,Ipatinga Futebol Clube - MG,Caxias - RS,0,1,0,1,0,0,3
16,C,2013,Brinco de Ouro,Campinas,SP,Domingo,9, Junho ,2013,18:30,Guarani - SP,Mogi Mirim - SP,1,0,1,0,0,3,0
17,C,2013,Arena Barueri,Barueri,SP,Domingo,9, Junho ,2013,10:00,Grêmio Barueri - SP,C.r.a.c. - GO,1,0,1,0,0,3,0
18,C,2013,Cláudio Moacyr,Macae,RJ,Quarta,12, Junho ,2013,19:00,Macaé - RJ,Madureira - RJ,2,1,1,0,0,3,0
19,C,2013,Romário Faria,Duque de Caxias,RJ,Domingo,9, Junho ,2013,10:00,Duque de Caxias - RJ,Vila Nova - GO,1,1,0,0,1,1,1
