,serie,temporada,estadio,cidade,estado,dia_semana,dia_numero,mes,ano,hora,mandante,visitante,gol_mandante,gol_visitante,vitoria_mandante,vitoria_visitante,jogo_empatado,ponto_mandante,ponto_visitante
0,C,2018,Arena Pernambuco,São Lourenço da Mata,PE,Domingo,15, Abril ,2018,19:00,Náutico - PE,Santa Cruz - PE,1,1,0,0,1,1,1
1,C,2018,Manoel Barretto,Ceara,Mirim,Domingo,15, Abril ,2018,17:00,Globo - RN,Abc - RN,1,0,1,0,0,3,0
2,C,2018,Arena da Floresta,Rio Branco,AC,Segunda,16, Abril ,2018,21:15,Atlético - AC,Remo - PA,1,0,1,0,0,3,0
3,C,2018,Cornélio de Barros,Salgueiro,PE,Domingo,15, Abril ,2018,16:00,Salgueiro - PE,Botafogo - PB,0,0,0,0,1,1,1
4,C,2018,Adauto Moraes,Juazeiro,BA,Sábado,14, Abril ,2018,18:30,Juazeirense - BA,Confiança - SE,0,1,0,1,0,0,3
5,C,2018,Santa Cruz,Ribeirao Preto,SP,Sábado,14, Abril ,2018,19:00,Botafogo - SP,Bragantino - SP,1,1,0,0,1,1,1
6,C,2018,Germano Kruger,Ponta Grossa,PR,Domingo,15, Abril ,2018,15:30,Operario - PR,Volta Redonda - RJ,1,0,1,0,0,3,0
7,C,2018,Mario Helênio,Juiz de Fora,MG,Sábado,14, Abril ,2018,16:00,Tupi - MG,Tombense - MG,1,0,1,0,0,3,0
8,C,2018,Arena Pantanal,Cuiaba,MT,Domingo,15, Abril ,2018,19:00,Cuiabá - MT,Luverdense - MT,1,0,1,0,0,3,0
9,C,2018,Arena Joinville,Joinville,SC,Domingo,15, Abril ,2018,16:00,Joinville - SC,Ypiranga - RS,1,0,1,0,0,3,0
10,C,2018,Arruda,Recife,PE,Domingo,22, Abril ,2018,18:30,Santa Cruz - PE,Atlético - AC,3,1,1,0,0,3,0
11,C,2018,Frasqueirão,Natal,RN,Domingo,22, Abril ,2018,16:00,Abc - RN,Juazeirense - BA,1,0,1,0,0,3,0
12,C,2018,Mangueirão,Belem,PA,Sábado,21, Abril ,2018,16:00,Remo - PA,Globo - RN,1,0,1,0,0,3,0
13,C,2018,Almeidão,Joao Pessoa,PB,Sábado,21, Abril ,2018,19:00,Botafogo - PB,Náutico - PE,4,0,1,0,0,3,0
14,C,2018,Batistão,Aracaju,SE,Domingo,22, Abril ,2018,16:00,Confiança - SE,Salgueiro - PE,3,0,1,0,0,3,0
15,C,2018,Nabi Abi Chedid,Braganca Paulista,SP,Sábado,21, Abril ,2018,16:00,Bragantino - SP,Tupi - MG,1,0,1,0,0,3,0
16,C,2018,Raulino de Oliveira,Volta Redonda,RJ,Sábado,21, Abril ,2018,16:00,Volta Redonda - RJ,Cuiabá - MT,3,0,1,0,0,3,0
17,C,2018,Antônio Guimarães de Almeida,Tombos,MG,Sábado,21, Abril ,2018,15:30,Tombense - MG,Joinville - SC,3,0,1,0,0,3,0
18,C,2018,Passo das Emas,Lucas do Rio Verde,MT,Sábado,21, Abril ,2018,17:00,Luverdense - MT,Botafogo - SP,1,2,0,1,0,0,3
